Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Booking_Lead_Time
P2530,F1122,American Airlines,ATL,SFO,2024-03-27 14:59:30,270,On-time,1208,409.42,64,Female,High,Emergency,Economy,1,,Airport Kiosk,7.939080483,20,81,0,0,Middle,53
P2531,F868,Delta,ATL,JFK,2023-10-01 07:11:01,78,On-time,1206,374.71,59,Female,Low,Emergency,Business,2,Platinum,Desk,8.431504837,15,1,0,0,Middle,62
P2532,F1239,American Airlines,DFW,ORD,2023-09-04 14:41:39,209,On-time,1031,328.12,23,Female,Medium,Emergency,Business,3,Platinum,Desk,8.945119377,2,35,0,0,Middle,78
P2533,F451,Delta,ATL,SEA,2023-10-19 11:32:00,206,Cancelled,338,206.65,31,Female,Low,Family,Economy,0,Silver,Mobile App,7.512439979,5,114,0,0,Window,96
P2534,F1533,JetBlue,SEA,ORD,2024-02-15 21:41:29,138,Delayed,1162,205.07,53,Male,Low,Business,First,1,,Mobile App,9.019904453,1,9,0,0,Aisle,6
P2535,F124,JetBlue,SEA,JFK,2024-04-29 13:12:48,62,On-time,1051,252.66,41,Female,Medium,Emergency,Economy,0,Silver,Airport Kiosk,6.331924668,26,112,0,0,Window,75
P2536,F1213,Southwest,DEN,LAX,2025-03-27 17:25:08,226,On-time,2201,473.13,57,Male,High,Family,Premium Economy,0,,Airport Kiosk,7.375490404,3,3,1,0,Middle,48
P2537,F1183,Southwest,DFW,SFO,2024-06-21 12:55:41,235,On-time,997,266.56,42,Female,High,Business,Economy,3,,Mobile App,8.627444515,3,54,0,1,Window,93
P2538,F642,Delta,ORD,ATL,2024-04-26 12:46:13,187,On-time,896,471.63,54,Female,High,Family,Economy,1,Silver,Mobile App,6.613515669,2,5,0,0,Middle,84
P2539,F133,Delta,SEA,LAX,2023-06-12 09:11:39,303,On-time,794,309.74,68,Female,Low,Leisure,Economy,1,Silver,Desk,7.165245203,6,63,0,0,Aisle,30
P2540,F1858,Southwest,ORD,SFO,2024-05-13 15:07:02,282,On-time,924,488.29,46,Male,High,Business,Economy,0,,Mobile App,7.41123586,12,6,0,1,Window,57
P2541,F600,Southwest,SEA,ATL,2024-02-10 18:24:14,218,On-time,1238,368.52,79,Male,High,Leisure,Economy,1,,Desk,7.423568299,23,17,0,0,Aisle,60
P2542,F412,Southwest,ATL,LAX,2025-01-23 11:33:10,152,On-time,947,339.41,51,Male,High,Emergency,Economy,0,,Online,7.854066804,8,82,1,0,Middle,23
P2543,F1033,JetBlue,SFO,ORD,2025-01-07 12:10:22,160,On-time,1282,243.54,79,Female,Low,Leisure,Premium Economy,1,,Online,7.593448904,12,89,0,1,Middle,19
P2544,F997,Southwest,DEN,SFO,2023-07-05 13:45:27,210,On-time,1412,403.78,70,Male,Medium,Leisure,Economy,0,Silver,Desk,7.136934942,6,33,0,0,Window,36
P2545,F1327,Delta,LAX,DFW,2023-10-22 00:35:26,167,Delayed,1434,332.76,26,Female,Low,Leisure,Economy,2,,Mobile App,6.994478709,3,48,0,0,Window,3
P2546,F136,Southwest,ORD,DFW,2024-01-13 13:09:26,139,On-time,1154,376.23,65,Female,Medium,Emergency,Economy,1,,Mobile App,8.095039468,14,102,0,0,Aisle,91
P2547,F1761,JetBlue,DEN,LAX,2024-05-04 10:58:50,172,On-time,1387,296.24,79,Male,Medium,Family,Economy,1,,Desk,8.420607013,7,73,0,0,Aisle,107
P2548,F244,JetBlue,ORD,DEN,2025-04-04 00:50:44,152,On-time,1201,337.07,77,Male,High,Emergency,Economy,3,,Desk,8.02923448,11,37,0,0,Aisle,19
P2549,F1131,JetBlue,ATL,LAX,2023-06-13 05:24:08,129,On-time,1902,368.51,50,Female,Low,Business,Economy,0,Silver,Online,6.723161446,2,95,0,0,Middle,59
P2550,F425,United,DEN,SEA,2024-05-12 19:54:25,81,On-time,1159,323.03,60,Female,Medium,Business,Economy,4,,Airport Kiosk,6.992490401,4,47,0,0,Window,23
P2551,F1029,Southwest,SFO,LAX,2024-06-13 09:50:52,166,On-time,1201,259.42,60,Male,Medium,Leisure,Premium Economy,0,,Mobile App,8.17857704,1,47,0,0,Window,49
P2552,F928,Southwest,ORD,DFW,2023-05-31 10:04:02,228,On-time,1400,329.91,52,Female,Low,Family,Economy,0,Silver,Desk,8.58606468,1,17,0,0,Window,48
P2553,F1061,JetBlue,DFW,ORD,2024-07-19 19:50:31,118,On-time,1423,404.81,57,Male,Low,Business,Business,2,,Online,7.846532862,13,65,0,0,Middle,50
P2554,F1838,United,JFK,ORD,2025-03-19 20:22:06,186,Delayed,1044,304.35,57,Female,Medium,Leisure,Premium Economy,1,,Mobile App,9.141028758,1,8,0,0,Middle,95
P2555,F1558,American Airlines,ORD,LAX,2025-01-29 17:25:26,140,On-time,1330,289.52,25,Female,High,Family,Economy,1,,Online,8.49636707,19,27,0,0,Middle,104
P2556,F773,Southwest,SFO,LAX,2025-03-15 19:27:24,191,Delayed,1665,408.57,23,Male,Medium,Family,Economy,1,,Airport Kiosk,7.761541078,1,111,0,0,Aisle,35
P2557,F1995,Delta,ORD,LAX,2024-04-15 06:58:10,105,On-time,1274,553.9,49,Female,Medium,Leisure,Economy,5,,Desk,7.042907849,9,70,0,1,Middle,116
P2558,F1946,JetBlue,SFO,DFW,2023-11-14 22:34:24,227,On-time,1559,499.32,19,Female,High,Business,First,0,Silver,Mobile App,10,6,16,0,0,Window,97
P2559,F1910,JetBlue,DFW,SEA,2025-04-13 07:45:05,162,On-time,987,418.47,58,Female,High,Business,Economy,1,Silver,Airport Kiosk,8.624837102,10,43,0,0,Window,99
P2560,F946,Delta,LAX,ORD,2024-12-23 23:45:14,187,On-time,570,400,72,Male,Medium,Family,Premium Economy,2,,Airport Kiosk,7.415105392,41,71,0,0,Aisle,65
P2561,F1330,Delta,ATL,DFW,2024-06-14 17:29:13,243,On-time,1091,496.36,36,Female,High,Emergency,Business,2,,Online,7.643624938,12,57,0,0,Middle,78
P2562,F1931,Delta,LAX,SEA,2023-05-10 17:32:53,156,On-time,1011,312.41,60,Female,Medium,Emergency,Economy,1,,Mobile App,6.247097376,3,75,0,1,Aisle,33
P2563,F1790,JetBlue,SFO,DEN,2023-05-12 12:02:53,124,On-time,1163,422.72,69,Female,Medium,Leisure,Economy,0,Silver,Desk,7.474007651,7,34,0,0,Middle,35
P2564,F1488,United,ATL,SEA,2024-11-21 06:16:05,199,On-time,1260,314.51,30,Male,Medium,Emergency,Economy,2,Silver,Mobile App,6.376215052,6,61,0,0,Window,5
P2565,F1743,JetBlue,DEN,SEA,2023-06-19 16:55:53,207,On-time,1112,262.39,19,Male,Medium,Emergency,Economy,2,Platinum,Desk,6.085340292,12,40,0,0,Window,38
P2566,F941,Delta,ATL,ORD,2023-08-04 15:56:11,301,On-time,1207,110.15,47,Female,Medium,Leisure,Economy,3,,Online,6.458424058,6,30,0,0,Middle,41
P2567,F699,United,LAX,ORD,2024-01-22 22:18:25,192,On-time,1452,359.5,39,Female,Low,Business,Business,1,,Airport Kiosk,8.852939754,5,16,0,0,Aisle,114
P2568,F1874,United,ORD,DEN,2025-01-24 00:36:49,214,On-time,1053,412.69,78,Male,Medium,Leisure,Economy,2,,Online,8.46908521,4,68,0,0,Window,114
P2569,F1584,JetBlue,LAX,SEA,2023-11-24 01:35:29,246,On-time,1079,385.47,32,Female,Low,Emergency,Economy,1,,Online,7.854039015,3,55,0,0,Window,57
P2570,F330,Southwest,SEA,DEN,2023-11-09 13:09:49,80,On-time,1048,502.39,19,Male,Medium,Emergency,Economy,1,,Online,7.863650692,8,74,0,0,Window,117
P2571,F54,Southwest,SEA,ATL,2023-10-12 09:51:00,238,On-time,1015,262.01,69,Male,Low,Family,Economy,1,,Mobile App,6.604669357,10,4,0,0,Window,11
P2572,F24,Delta,LAX,SEA,2023-10-25 07:06:33,107,On-time,1326,531.25,68,Male,High,Business,Economy,1,,Online,6.469919623,10,38,0,0,Middle,2
P2573,F1925,Delta,ORD,DFW,2023-12-13 21:30:07,222,On-time,1042,372.25,20,Male,Medium,Emergency,Economy,1,,Desk,8.381251587,1,106,0,0,Aisle,108
P2574,F1198,United,SEA,SEA,2023-06-20 07:46:08,103,Delayed,1575,321.26,64,Male,Low,Family,Premium Economy,1,Platinum,Online,7.161699089,14,47,0,0,Aisle,17
P2575,F385,American Airlines,DFW,JFK,2024-09-23 20:45:28,167,On-time,1015,147.13,60,Male,High,Family,Economy,3,,Desk,7.562240998,1,66,0,0,Middle,39
P2576,F1935,Southwest,SFO,DEN,2025-04-17 13:05:39,219,Delayed,1360,405.47,25,Male,Medium,Emergency,Economy,0,Silver,Mobile App,7.590801106,23,97,0,1,Aisle,20
P2577,F213,Delta,SEA,DFW,2024-03-24 21:38:56,233,On-time,721,375.53,41,Female,Medium,Business,Premium Economy,1,Silver,Airport Kiosk,6.890138353,62,36,0,0,Middle,14
P2578,F749,Delta,SFO,SEA,2023-09-11 13:47:06,238,On-time,1377,333.87,61,Male,Low,Leisure,Economy,1,,Mobile App,7.384154317,3,118,0,0,Middle,96
P2579,F1186,American Airlines,JFK,SEA,2024-02-18 14:21:00,185,On-time,1789,222.87,67,Female,Medium,Business,Economy,1,,Mobile App,7.692225144,13,94,0,0,Aisle,98
P2580,F11,JetBlue,ORD,JFK,2023-05-13 00:56:25,228,On-time,674,417.58,19,Male,High,Family,First,0,Platinum,Mobile App,8.950852173,1,73,0,0,Window,25
P2581,F100,Delta,DFW,ORD,2023-09-23 08:03:31,225,Delayed,1398,210.82,45,Female,Medium,Business,Economy,0,,Airport Kiosk,6.332661839,1,9,0,1,Aisle,7
P2582,F567,United,ATL,JFK,2024-08-18 07:26:06,139,On-time,988,528.6,22,Female,Low,Emergency,Premium Economy,1,,Online,7.470523513,22,96,0,0,Aisle,99
P2583,F209,JetBlue,JFK,LAX,2024-06-10 16:28:32,158,On-time,1018,275.64,38,Female,High,Emergency,Economy,0,Silver,Mobile App,7.503909264,4,53,0,0,Aisle,111
P2584,F1965,American Airlines,ORD,SFO,2024-04-22 12:52:37,216,On-time,1553,304.64,28,Male,Medium,Emergency,Premium Economy,0,Platinum,Online,8.277520496,7,6,0,0,Window,93
P2585,F1811,United,ORD,LAX,2024-08-06 22:54:57,186,On-time,1259,449.56,60,Female,High,Family,Business,2,,Online,9.084389013,1,13,0,0,Aisle,86
P2586,F307,American Airlines,SEA,ATL,2024-07-08 04:31:27,182,On-time,1851,419.46,24,Male,Medium,Family,Premium Economy,0,Silver,Airport Kiosk,7.090182994,33,118,0,0,Aisle,41
P2587,F22,JetBlue,ATL,DFW,2024-03-08 17:57:11,150,Delayed,988,412.57,34,Female,High,Leisure,Premium Economy,1,Silver,Mobile App,8.471865645,3,48,0,0,Window,43
P2588,F176,Delta,DEN,ORD,2024-07-15 08:33:51,308,On-time,1410,242.37,29,Male,Low,Family,Premium Economy,1,,Airport Kiosk,7.890938518,6,0,0,0,Middle,13
P2589,F1790,JetBlue,ORD,LAX,2024-10-14 20:26:03,323,On-time,1125,383.71,46,Male,Medium,Emergency,First,0,,Airport Kiosk,9.090432522,13,13,0,0,Aisle,77
P2590,F1786,United,SEA,LAX,2024-08-14 07:50:31,135,On-time,1817,408.64,21,Male,Medium,Business,Economy,0,Gold,Online,6.332280679,3,94,0,0,Window,1
P2591,F1331,American Airlines,ATL,SEA,2023-07-01 05:59:50,161,On-time,1526,283.98,73,Male,Medium,Emergency,Economy,2,,Online,7.416228739,36,55,0,1,Middle,118
P2592,F996,JetBlue,DEN,SFO,2024-08-20 16:29:29,120,Delayed,1454,189.63,68,Male,Medium,Business,Economy,4,,Airport Kiosk,7.058959506,8,55,1,0,Window,36
P2593,F215,Southwest,JFK,DFW,2023-07-16 02:30:08,174,On-time,960,234.3,43,Male,Medium,Family,Economy,0,Silver,Online,7.698021882,20,64,0,0,Middle,68
P2594,F1681,Delta,DFW,JFK,2023-12-07 03:08:53,153,On-time,1341,351.66,40,Female,High,Family,Economy,0,Silver,Mobile App,7.007951775,13,25,0,0,Aisle,37
P2595,F1383,JetBlue,LAX,LAX,2024-01-19 22:26:21,179,On-time,966,341.78,25,Male,Low,Family,Economy,3,,Mobile App,7.517826264,28,46,0,0,Window,108
P2596,F1409,Southwest,ATL,SEA,2025-01-17 22:13:09,228,On-time,1057,459.5,45,Male,Medium,Leisure,First,4,,Online,8.104869074,7,101,0,0,Middle,40
P2597,F388,JetBlue,DFW,ORD,2025-01-26 09:51:27,122,Cancelled,1222,369.92,39,Female,Low,Family,Economy,0,,Desk,8.080414891,9,12,0,0,Middle,61
P2598,F462,Southwest,DEN,ATL,2025-04-15 14:50:03,174,On-time,1470,272.94,38,Male,Low,Business,Economy,2,,Mobile App,7.800759243,1,7,1,1,Window,117
P2599,F1555,Delta,DEN,DFW,2024-04-14 15:13:26,251,On-time,868,396.59,66,Male,Medium,Business,Premium Economy,2,,Airport Kiosk,7.403982365,40,46,0,0,Window,59
P2600,F800,JetBlue,DFW,SEA,2024-05-10 00:31:36,100,On-time,805,453.25,37,Male,High,Family,Economy,3,,Online,9.231036857,10,116,0,0,Window,110
P2601,F1133,Southwest,SEA,DEN,2024-06-07 09:19:41,27,Delayed,1159,160.49,18,Male,Medium,Leisure,Business,2,,Airport Kiosk,8.367025296,4,103,0,0,Aisle,13
P2602,F1988,American Airlines,LAX,ORD,2024-10-21 11:27:45,225,Delayed,1055,416.45,56,Female,High,Leisure,Business,4,,Mobile App,8.611145923,44,30,0,0,Aisle,119
P2603,F924,Delta,DEN,SFO,2023-11-07 19:16:29,43,On-time,1492,244.59,51,Female,High,Leisure,Economy,0,,Desk,7.386236983,4,78,0,0,Window,102
P2604,F144,American Airlines,SFO,ATL,2023-09-08 19:19:23,179,On-time,757,362.04,37,Male,Low,Leisure,Business,2,,Online,8.910045551,2,58,0,0,Window,88
P2605,F224,American Airlines,LAX,SEA,2023-10-11 17:08:35,195,On-time,1038,238.35,49,Male,High,Emergency,Business,1,Silver,Mobile App,8.975028041,2,101,0,0,Aisle,83
P2606,F503,JetBlue,ATL,ATL,2023-12-27 08:49:53,246,On-time,1582,349.39,76,Female,Medium,Emergency,Economy,2,,Online,6.588395586,33,119,0,0,Window,1
P2607,F1059,American Airlines,SFO,ATL,2023-09-21 22:14:40,228,On-time,1506,255.16,25,Male,Medium,Emergency,Economy,1,,Online,9.074810237,1,29,0,0,Aisle,102
P2608,F1172,Delta,LAX,DFW,2024-11-05 07:09:19,202,On-time,1154,255.81,31,Female,Low,Emergency,Economy,3,,Mobile App,8.142922021,35,97,0,0,Middle,69
P2609,F406,American Airlines,SEA,LAX,2024-12-10 08:21:23,132,On-time,1142,396.03,55,Male,Low,Emergency,Premium Economy,0,,Online,8.138050864,1,94,0,0,Middle,16
P2610,F423,Southwest,ATL,SFO,2023-12-08 03:00:38,174,On-time,927,301.31,65,Female,Medium,Emergency,Economy,0,Silver,Online,6.318422648,11,52,0,0,Window,88
P2611,F1475,Delta,ORD,ATL,2023-08-17 16:16:11,246,On-time,1481,310.37,56,Male,High,Business,Business,0,Silver,Airport Kiosk,8.997112823,8,101,0,0,Middle,120
P2612,F1550,Southwest,JFK,ATL,2023-11-14 05:06:44,118,Delayed,1002,263.06,67,Male,Medium,Leisure,Business,0,Gold,Desk,9.199544965,2,75,0,0,Aisle,27
P2613,F1586,American Airlines,LAX,LAX,2024-04-12 20:44:40,126,Delayed,1000,328.29,28,Male,Medium,Family,Premium Economy,1,,Online,8.32783419,8,3,0,0,Aisle,65
P2614,F1572,Southwest,ATL,JFK,2024-06-30 05:07:50,138,On-time,1102,423.17,67,Female,Medium,Family,Economy,1,,Mobile App,7.083483062,2,90,0,0,Aisle,34
P2615,F38,United,SEA,DFW,2024-04-07 17:08:11,238,On-time,798,417.07,29,Female,Medium,Leisure,Business,1,Gold,Online,8.023671353,28,102,0,0,Window,100
P2616,F1561,Delta,DFW,ORD,2023-06-04 07:17:37,129,On-time,1650,455.4,60,Male,Low,Business,Business,1,,Desk,7.450740813,5,38,0,0,Aisle,4
P2617,F51,United,ORD,SEA,2024-11-29 18:41:01,165,On-time,819,444.7,63,Male,Medium,Emergency,Premium Economy,1,Platinum,Online,7.443852448,66,116,0,0,Window,64
P2618,F545,JetBlue,ORD,ATL,2023-10-10 06:39:50,153,On-time,1702,528.38,39,Male,Low,Leisure,Business,1,,Airport Kiosk,8.256910698,1,112,0,0,Window,39
P2619,F991,Delta,ORD,LAX,2024-04-04 15:11:42,263,On-time,1096,370.98,58,Male,Medium,Business,Economy,1,Silver,Airport Kiosk,7.800886634,20,20,1,0,Aisle,75
P2620,F540,United,SFO,DEN,2023-12-19 20:19:36,207,On-time,642,398.94,76,Male,Low,Emergency,Premium Economy,0,,Airport Kiosk,6.972144814,0,101,0,0,Aisle,55
P2621,F419,Delta,ORD,DEN,2024-11-10 11:22:30,214,On-time,1065,419.22,40,Female,High,Business,Economy,2,Silver,Airport Kiosk,6.770651639,35,38,0,0,Middle,35
P2622,F425,American Airlines,JFK,DEN,2024-05-20 17:36:52,146,On-time,1433,412.6,65,Male,High,Business,Economy,1,,Desk,7.427755239,23,76,0,0,Middle,44
P2623,F1263,American Airlines,ORD,DFW,2023-05-01 01:05:07,272,On-time,1157,334.03,36,Male,Medium,Emergency,Economy,4,Silver,Online,7.081424923,0,88,0,0,Middle,22
P2624,F54,American Airlines,ORD,DEN,2023-11-02 08:04:12,254,On-time,892,238.2,29,Male,High,Business,Economy,1,,Desk,7.509150744,4,31,0,0,Aisle,46
P2625,F1993,Southwest,ATL,JFK,2024-01-23 13:06:18,85,On-time,969,226.34,28,Female,Low,Family,Business,0,Silver,Mobile App,7.847028202,2,55,0,0,Window,30
P2626,F899,Delta,ATL,JFK,2023-10-05 20:04:00,160,On-time,1222,561.37,22,Male,Low,Leisure,Business,1,,Airport Kiosk,7.014608222,4,6,0,1,Window,10
P2627,F1424,Southwest,ATL,DFW,2023-11-24 15:32:12,157,On-time,1252,220.75,24,Male,Medium,Business,Business,3,,Desk,6.905600406,26,102,0,0,Window,9
P2628,F955,Delta,JFK,JFK,2024-03-10 01:27:48,91,On-time,837,352.14,56,Male,High,Business,First,2,Silver,Desk,8.827487449,9,7,0,0,Middle,66
P2629,F1129,Delta,ORD,SEA,2024-09-05 19:37:23,109,On-time,1115,207.25,55,Male,Low,Emergency,First,1,,Airport Kiosk,9.096750734,9,37,0,1,Window,117
P2630,F508,American Airlines,SFO,ORD,2024-06-14 11:02:25,177,On-time,1294,284.78,44,Female,Medium,Leisure,Premium Economy,1,Silver,Airport Kiosk,7.67678032,30,53,0,0,Middle,13
P2631,F381,Delta,ATL,SFO,2024-06-02 18:33:57,162,Cancelled,878,359.91,67,Female,High,Leisure,Economy,2,Platinum,Desk,7.916472775,20,70,0,0,Middle,79
P2632,F567,Delta,SEA,SFO,2023-09-08 15:03:39,176,On-time,1348,434.7,70,Female,High,Business,Premium Economy,1,,Online,8.256992272,8,44,0,0,Aisle,73
P2633,F1372,Delta,DFW,DEN,2024-03-21 09:42:26,196,On-time,953,315.64,38,Female,Low,Business,Business,0,Silver,Mobile App,7.726225147,22,104,0,0,Window,92
P2634,F218,Delta,SEA,SFO,2023-12-21 15:37:09,151,On-time,1446,322.08,75,Female,Medium,Emergency,Economy,1,Silver,Online,6.519620273,5,2,0,0,Window,9
P2635,F979,American Airlines,LAX,ORD,2024-06-04 22:17:29,209,On-time,881,336.6,56,Female,Medium,Emergency,Economy,0,Platinum,Desk,7.408105382,20,107,0,0,Aisle,75
P2636,F1500,Southwest,ORD,DFW,2023-09-14 12:35:22,172,On-time,1392,235.68,48,Female,Low,Leisure,Economy,0,Gold,Mobile App,9.253438258,1,43,0,0,Window,93
P2637,F221,United,SFO,LAX,2024-09-23 23:17:08,269,On-time,1588,305.87,42,Female,Medium,Business,Business,1,,Online,10,13,85,0,0,Window,104
P2638,F469,Delta,DFW,DEN,2024-01-17 08:47:12,58,On-time,849,261.34,56,Male,Medium,Family,Economy,0,Platinum,Mobile App,6.40115462,3,25,0,0,Aisle,0
P2639,F692,Southwest,ORD,ORD,2024-02-08 14:05:40,77,On-time,1084,510.62,51,Female,Medium,Leisure,Economy,0,,Airport Kiosk,7.113575855,39,95,0,0,Aisle,4
P2640,F570,Delta,ATL,DFW,2024-08-03 06:43:20,64,On-time,877,311.72,77,Male,Medium,Emergency,Business,0,,Online,8.128841283,8,99,0,0,Middle,19
P2641,F828,American Airlines,ORD,JFK,2024-09-02 21:04:09,84,On-time,764,335.96,24,Male,Low,Business,Economy,1,,Desk,6.014441336,4,119,0,0,Middle,7
P2642,F1526,Delta,DEN,LAX,2025-03-18 13:28:21,132,Delayed,999,400.65,36,Male,Low,Family,Premium Economy,1,Silver,Desk,7.535926183,10,22,0,0,Middle,42
P2643,F1280,JetBlue,ATL,ATL,2024-01-06 22:27:24,85,On-time,1106,290.66,25,Female,Medium,Business,Business,0,Silver,Online,8.99387103,2,0,0,0,Aisle,75
P2644,F629,Southwest,DEN,DFW,2023-12-06 02:51:59,161,On-time,1419,243.09,78,Female,Medium,Business,Economy,1,Platinum,Online,6.425540026,0,117,0,0,Aisle,0
P2645,F18,American Airlines,DEN,JFK,2023-12-12 09:36:43,37,Delayed,1495,317.39,19,Male,High,Emergency,First,2,,Airport Kiosk,8.430146672,1,47,0,0,Middle,56
P2646,F1283,JetBlue,SFO,LAX,2023-10-17 17:56:57,151,On-time,859,356.12,56,Female,Medium,Business,First,0,,Desk,8.105630367,25,71,0,0,Aisle,63
P2647,F785,American Airlines,JFK,SEA,2024-08-17 21:25:10,96,Delayed,1140,470.46,34,Female,Medium,Family,Business,0,,Mobile App,9.436537862,6,72,0,0,Middle,117
P2648,F1013,Delta,SEA,JFK,2024-05-19 19:36:52,152,On-time,1634,274.93,71,Female,Medium,Leisure,Business,2,,Online,8.615446608,13,40,0,0,Middle,83
P2649,F571,American Airlines,DFW,DEN,2023-09-08 21:55:59,199,Delayed,875,367,31,Male,Medium,Leisure,Business,0,Gold,Mobile App,8.175432154,7,45,0,0,Middle,27
P2650,F920,Delta,LAX,DEN,2024-12-06 23:19:55,129,On-time,1222,263.03,38,Male,Low,Emergency,Business,1,Silver,Desk,8.960136879,8,5,0,0,Window,120
P2651,F535,American Airlines,ORD,ORD,2024-10-05 02:28:32,148,On-time,1313,366.04,36,Male,Low,Business,Economy,1,Silver,Online,6.732318603,7,18,0,0,Middle,106
P2652,F1035,Delta,LAX,ATL,2024-02-11 11:10:20,189,On-time,723,382.26,38,Male,Medium,Emergency,Premium Economy,1,Silver,Online,7.721091852,3,67,0,1,Aisle,36
P2653,F1624,JetBlue,DEN,SFO,2024-11-24 11:17:46,240,Delayed,1083,346.53,72,Female,High,Leisure,Economy,1,,Airport Kiosk,6.882894114,4,116,0,0,Window,46
P2654,F71,United,LAX,JFK,2023-10-07 21:26:21,107,On-time,1381,538.61,50,Male,Low,Leisure,Business,1,Gold,Desk,9.232974818,6,32,0,0,Window,100
P2655,F1043,JetBlue,ORD,ORD,2023-11-19 04:32:45,163,On-time,832,537.21,34,Female,Low,Emergency,Business,0,,Mobile App,9.398548312,4,63,0,0,Aisle,75
P2656,F1698,Southwest,JFK,DEN,2023-11-17 06:40:20,183,On-time,1360,367.58,58,Male,Medium,Emergency,Economy,2,,Airport Kiosk,5.858937261,16,78,0,1,Aisle,36
P2657,F818,JetBlue,ATL,LAX,2024-07-16 19:53:36,151,On-time,844,341.76,19,Female,Medium,Leisure,Business,1,Gold,Desk,7.862466389,22,88,0,0,Aisle,48
P2658,F525,United,ORD,DEN,2024-12-26 13:06:13,99,On-time,878,231.73,78,Male,High,Leisure,Economy,0,,Airport Kiosk,7.471463902,14,22,0,1,Aisle,112
P2659,F25,American Airlines,ORD,SEA,2025-03-27 14:29:38,126,On-time,1002,427.27,67,Female,Medium,Emergency,Premium Economy,0,,Desk,8.559936381,3,42,0,0,Middle,119
P2660,F123,United,JFK,DFW,2024-07-24 19:01:27,195,On-time,1055,421.92,75,Male,High,Business,Economy,2,Silver,Online,7.784740899,15,74,0,0,Aisle,43
P2661,F978,JetBlue,SEA,ORD,2024-08-23 16:17:00,151,On-time,969,486.52,21,Male,Medium,Family,Economy,1,,Desk,6.633812329,4,58,0,0,Middle,55
P2662,F1131,Delta,SFO,SFO,2024-05-13 13:00:56,157,On-time,1809,442.18,78,Female,Low,Leisure,Business,2,Silver,Mobile App,7.908307323,17,57,0,0,Window,27
P2663,F1585,Delta,DEN,SEA,2024-01-25 21:29:25,125,On-time,1359,308.14,28,Female,Low,Family,Premium Economy,0,,Airport Kiosk,9.534754246,22,41,0,0,Middle,110
P2664,F1280,Delta,DEN,SEA,2023-10-16 13:11:05,142,On-time,1241,296.05,18,Female,Medium,Emergency,Economy,0,Silver,Mobile App,7.132289676,4,40,0,0,Middle,78
P2665,F1284,Delta,ORD,ATL,2023-09-20 14:32:43,187,Cancelled,1211,332.79,58,Male,Medium,Emergency,Business,1,,Online,8.622379837,24,69,0,0,Middle,5
P2666,F606,Southwest,JFK,LAX,2024-10-23 21:29:28,241,On-time,1123,316.66,57,Female,High,Emergency,Economy,0,Gold,Airport Kiosk,8.334381324,4,77,0,0,Middle,107
P2667,F1604,Delta,ORD,JFK,2023-10-19 14:18:42,200,On-time,1362,347.51,58,Female,Medium,Business,Economy,1,Silver,Online,7.112624278,13,49,0,0,Middle,60
P2668,F59,United,DEN,DFW,2023-11-03 02:25:27,179,On-time,1435,212.89,78,Male,High,Business,Economy,0,,Online,7.012778597,0,17,0,0,Window,19
P2669,F923,United,JFK,JFK,2025-03-24 17:19:49,192,On-time,1143,451.03,77,Male,Low,Leisure,Premium Economy,1,Gold,Online,8.34273868,19,20,0,0,Window,113
P2670,F1562,Delta,ORD,ORD,2023-10-07 06:23:01,267,Delayed,1199,309.66,18,Male,Medium,Business,Economy,1,Silver,Desk,6.865393937,6,94,0,0,Window,77
P2671,F1075,United,ORD,SFO,2025-02-20 16:47:09,130,On-time,1527,401.63,63,Female,Medium,Emergency,First,1,Gold,Mobile App,7.67496186,31,114,0,0,Window,1
P2672,F1629,American Airlines,LAX,JFK,2024-11-29 20:21:48,228,On-time,1544,393.51,61,Male,Medium,Family,Business,0,,Online,8.676740953,5,11,0,0,Aisle,72
P2673,F1044,Delta,ORD,JFK,2023-11-16 09:30:26,293,On-time,879,351.3,42,Male,Low,Leisure,Business,1,Silver,Mobile App,8.060929547,6,32,0,0,Window,36
P2674,F976,Southwest,DEN,LAX,2024-11-15 15:30:56,131,Delayed,1254,488.56,27,Female,Medium,Emergency,Economy,1,Silver,Desk,8.327152978,2,51,0,0,Aisle,19
P2675,F1280,United,ORD,DEN,2024-01-28 04:24:06,67,On-time,1245,410.86,61,Female,High,Leisure,Economy,0,,Mobile App,6.802460823,6,60,1,0,Aisle,25
P2676,F304,Southwest,SFO,ORD,2023-08-22 03:24:54,158,On-time,994,438.75,27,Male,Medium,Family,Economy,1,,Airport Kiosk,7.434605337,13,104,0,0,Aisle,28
P2677,F696,American Airlines,DFW,DFW,2024-02-14 04:10:21,304,Delayed,1343,219.42,38,Female,Medium,Family,Business,3,Platinum,Mobile App,6.73163664,25,86,0,0,Aisle,0
P2678,F922,Southwest,SEA,JFK,2023-12-01 15:23:16,158,Delayed,724,266.35,32,Male,High,Family,Economy,2,Gold,Airport Kiosk,8.578537106,4,4,0,0,Window,118
